name,image,serving_size,prep_time_in_mins,cook_time_in_mins,ingredients,instructions,is_vegetarian,is_breakfast,is_lunch,is_snack,is_dinner,energy_per_serving_kcal,carbohydrate_per_serving_g,protein_per_serving_g,fat_per_serving_g,fiber_per_serving_g
Chicken Patties,"https://static.wixstatic.com/media/05c508_e036ae56fee64c97a10d8ea27f28f231~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_e036ae56fee64c97a10d8ea27f28f231~mv2.jpg",4,20,25,"1 chicken breast,½ tsp ginger,½ garlic clove,¼ tsp salt,1 cup of water,2 tbsp cooking oil,2 small onions,2 tbsp AP flour,¾ tsp pepper,¼ tsp salt,½ cup milk,2 puff pastry sheets","1. Pour water in a pot, add whole chicken breast, ginger, garlic, and salt

2. Simmer until cooked on low-medium heat 

3. Remove chicken from heat and shred

4. Drizzle cooking oil in a pan, add chopped onions and cook until soft on medium heat

5. Add shredded boiled chicken and stir 

6. Add ap flour and fry for 2 minutes on medium heat

7. Add pepper, salt, and milk 

8. Stir well until milk is reduced

9. Brush oil on muffin baking pan

10. Place round cut out pastry sheets on baking pan 

11. Add the chicken filling, egg wash on the top edge, and seal the top with a layer of the round pastry sheet 

12. Brush egg wash on top 

13. Bake for 20 minutes until golden at 350 °F/ 176 °C

14. Ready to Enjoy!

",0,0,0,1,0,161,14,13,6,1
Chicken Chaap,"https://static.wixstatic.com/media/05c508_29b30a8a2778429d82c2825b4394a042~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_29b30a8a2778429d82c2825b4394a042~mv2.jpg",4,25,35,"Chicken 250 gm,Plain yogurt 4 tbsp,Gram flour/besan 2 tbsp,Red chili powder 1 tsp,Cumin powder 1/2 tsp,Coriander powder 1 tsp,Nutmeg powder/jaifal 1/4 tsp,Black pepper 1/2 tsp,Tasting salt/msg 1/2 tsp,Chili flakes 1/2 tsp,Salt 1/2 tsp,Mustard paste 1 tsp,Garlic paste 1 tsp,Ginger paste 1/2 tsp,Mustard oil 1 tbsp,Vinegar 2 tbsp","1.  Combine the chicken with all the marinade ingredients in a large bowl. Stir to make sure each piece of chicken is coated evenly, then cover with cling film and chill for about an hour. 

2.  Fry 3-4 pieces at a time until golden brown, flipping several times to ensure the chicken cooks evenly and does not burn. 

3.  Enjoy! 


",0,0,0,1,0,167,5,14,10,1
Dal Puri,"https://static.wixstatic.com/media/05c508_e578b945eef549439a0c9c50299ebf57~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_e578b945eef549439a0c9c50299ebf57~mv2.jpg",6,20,25,"For Dough: All-purpose flour/maida 1 ½ cups,Salt ½ tsp,Cooking oil 2 tbsp,Water ½ cup room temperature,For Dal Filling: Onion 2 tbsp sliced,Garlic 1 tbsp sliced,Masoor Dal 1 cup,Water 1 cup,Turmeric ¼ tsp,Salt ½ tsp,Pepper ½ tsp,Chaat masala ½ tsp,Panch phoron ½ tsp roasted (Bengali five spices),Green chili 3 pcs chopped,Coriander 2 tbsp chopped  ","1. Take a bowl and add all-purpose flour, salt, and oil. Add approx  ½  cup of room temperature water to make the dough (add 1 tbsp at a time). Once the dough is formed, rest it for 10 min. 

2. Take a pan and add oil, sliced onion, and garlic and saute them until soft. Add the dal and water, turmeric, and salt. Cook for 5 minutes or till the dal is slightly cooked. Add pepper, chaat masala, panch phoron, green chili. Now cook until all the water evaporates completely. Add chopped coriander.

3. Make small balls out of the dough and add a spoonful of the prepared mixture. Roll into puris. Heat oil in a pan over medium flame and deep fry the puris. Remove the excess oil and serve hot. 

4. Enjoy!
",1,0,0,1,0,172,27,11,5,3
Chicken Momo,"https://static.wixstatic.com/media/05c508_ebbf3b7b34f14c63bcaad91eefca20ab~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_ebbf3b7b34f14c63bcaad91eefca20ab~mv2.jpg",6,20,20,"Stuffing: 150 gm chicken,1 tsp soy sauce,¼ tsp salt,2 chopped green chilies,½ tsp ginger paste,½ tsp garlic paste,2 tbsp finely chopped onion,½ tsp cooking oil,½ tsp black pepper,Wrap: 1 cup all-purpose flour,¼ tsp salt,½ tsp oil,1/3 cup room temp. water  ","1. Finely mince chicken using a food processor

2. In a bowl, mix chicken with soy sauce, salt, green chilies, ginger paste, garlic paste, onion, and cooking oil and set aside

3. In a bowl, mix flour with salt and oil then gradually add water until dough consistency then kneed

4. Add a splash of oil and allow the dough to set

5. Create small spherical shapes then flatten it with a pin roller until it has a 2.5-inch diameter

6. Add a generous amount of filling using a spoon then fold in half and gently seal the wrap using your fingers or a fork

7. Steam for 10-12 minutes

8. Ready to Enjoy!",0,0,0,1,0,126,16,7,3,1
Fish Fry,"https://static.wixstatic.com/media/05c508_3ab575ee65af42d1be005fa0802511f8~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_3ab575ee65af42d1be005fa0802511f8~mv2.jpg",4,15,20,"Batter: ¼ cup gram flour,2 tbsp all-purpose flour,½ tsp red chili powder,¼ tsp turmeric,½ tsp coriander,½ tsp ginger paste,½ tsp garlic paste,¼ tsp salt,¼ cup water,½ tsp ground ajwain,1 tbsp lime juice,Fish: 1 ½ pound haddock fillet,Salt to taste,Lime juice,Water","1. Prepare batter in a bowl by mixing in gram flour, ap flour chili powder, turmeric, coriander, ginger paste, garlic paste, salt, water, ajwain, and lime juice

2. Mix until a smooth consistency is achieved

3. Coat the fish fillet with salt, lime juice, and water

4. Then coat the fish fillet in batter 

5. Deep fry until golden brown

6. Ready to Enjoy!",0,0,0,1,0,200,9,37,2,1
Aloo Kabab,"https://static.wixstatic.com/media/05c508_7899b6e353d541078f123632bd0bc2ef~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_7899b6e353d541078f123632bd0bc2ef~mv2.jpg",6,20,25,"3 large russet potato,2 tbsp corn flour/cornstarch,¼ cup chopped tomato,2 chopped green chili,½ cup chopped onion,2 tbsp chopped fresh coriander,½ tsp coriander seeds,½ tsp cumin,½ tsp garam masala,½ tsp chili flakes,½ tsp red chili powder,¼ tsp ajwain,¼ tsp turmeric,½ tsp salt,2 egg,1 tbsp ghee","1. Boil potato with salt 

2. Peel off the potato skin and mash using a potato masher

3. Add corn flour, green chili, onion, coriander seeds, fresh coriander, cumin, garam masala, chili flakes, red chili powder, ajwain, turmeric, salt

4. Whisk 2 eggs in a separate bowl with a pinch of salt

5. Scramble the egg on low heat

6. Transfer the scrambled egg to the mashed potato bowl 

7. Mix everything and create kabab shapes using your palm

8. Fry until golden brown 

9. Enjoy!",1,0,0,1,0,154,24,5,4,2
Potato Omelette,"https://static.wixstatic.com/media/05c508_2aefcd693dee4cb69369e67abad00101~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_2aefcd693dee4cb69369e67abad00101~mv2.jpg",4,15,15,"3 medium Russet potato,3 tbsp olive oil,¼ tsp salt,1 medium onion,5 eggs,Pepper to taste,2 tbsp chopped coriander,1 tsp red chili flakes","1. Peel the potatoes and cut into thin slices then wash in water

2. Dry the potato with a towel and fry in a pan with salt and cooking oil for 2-3 minutes

3. Cooking for 2-3 minutes with lid on then add sliced onion and cook until soft

4. Crack open eggs in a clear bowl and add some salt and pepper to taste

5. Give it a whisk, add coriander, red chili flakes, fresh coriander and add the potatoes

6. Transfer the potato egg mixture back into the pan and cook on low-medium heat with lid on until golden brown

7. Ready to Enjoy!
",1,1,0,1,0,298,26,11,18,3
Aloor Chop,"https://static.wixstatic.com/media/05c508_39d14807ef4d41fcbdb798c9ed74bb47~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_39d14807ef4d41fcbdb798c9ed74bb47~mv2.jpg",4,20,25,"Inner Layer: 3 medium boiled potato,2 fresh chopped green chilies,2 tbsp fresh chopped coriander,1 tsp red chili flakes,½ tsp garam masala,½ tsp roasted cumin,½ tsp salt,1 tsp mustard oil,¼ tsp coarse ground coriander,2 tbsp corn starch,Outer Layer: 1 cup gram flour,½ tsp salt,½ tsp red chili,½ cup water approx.,1 tsp ginger and garlic paste,½ tsp baking soda","1. Mash the boiled potatoes 

2. Mix in the chopped green chilies, coriander, red chili flakes, garam masala, roasted cumin, salt, mustard oil, coarse ground coriander and corn starch

3. Shape the kababs using your palm 

4. In a separate bowl, mix in gram flour with salt, red chili, and water until loose paste consistency 

5. Mix ginger garlic paste and baking soda to gram flour paste

6. Coat the potatoes in gram flour mixture and deep fry until golden brown 

7. Ready to Enjoy!

",1,0,0,1,0,225,51,6,2,3
Shami Kabab,"https://static.wixstatic.com/media/05c508_f64460c9b915481082043e7dc5a1c755~mv2.jpg/v1/fill/w_740,h_416,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/05c508_f64460c9b915481082043e7dc5a1c755~mv2.jpg",4,20,25,"Water 2 cups,Red meat mince 1/2 kg,Split chickpea 1 cup,Onion chopped 1/4 cup,Garlic paste 1 tsp,Ginger paste 1 tsp,Cumin seeds 1 tbsp,Coriander seeds 1 tbsp,Dry red chili 10 pcs,Garam masala 1 tbsp,Salt to taste,Onion chopped 1/4 cup,Green chili halved 5 pcs,Cilantro leaves 1/4 cup,Fried onions 1/4 cup,Egg 1,Hung curd (yogurt drained of all its water) 2 tbsp,Corn starch 2 tbsp","
In a large saucepan, add water, red meat, split chickpeas, chopped onions, garlic paste, ginger paste, cumin seeds, coriander seeds, dry red chilli, garam masala powder. Add salt to taste  

Cook under closed lid for 20 minutes, until the daal ( chickpeas) and meat is cooked through and all the water has evaporated. Remove from heat and set aside.  

In a food processor, add chopped onions, halved green chilli, coriander leaves and fried onions. Cover and pulse to grind everything. Add the ground meat mixture and grind again until it forms a fine pasty mixture.   

Remove into a bowl, add 1 egg, hung curd and corn starch. Mix everything well.   

Divide the mixture equally and shape each of them into round-flat patties.  

Heat oil in a pan. Break an egg in a separate bowl and lightly beat it using a fork or whisk. Dip the kabab patties in the egg wash and deep-fry them.  

Once they're brown on both sides, they are ready to be served. Remove and drain the excess oil on kitchen towels. ",1,0,1,0,1,341,26,42,9,4
Aloo Pakora,"https://static.wixstatic.com/media/05c508_860d6c16a84f487fa3b3f747a944b571~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_860d6c16a84f487fa3b3f747a944b571~mv2.jpg",4,20,25,"3 boiled potatoes,1 medium onion,¾ tsp red chili,1 green chili,½ tsp ginger paste,½ tsp roasted cumin,¼ cup AP flour,¼ cup gram flour,2 tbsp fresh coriander,3-4 tbsp water,3 boiled potatoes,2 green chilies,2 tbsp fresh coriander,1 tsp red chili flakes,½ tsp garam masala,½ tsp roasted cumin,½ tsp salt,1 tsp mustard oil,½ tsp coarse coriander,2 tbsp cornstarch,1 cup gram flour,½ tsp salt,½ tsp red chili,½ cup water,½ tsp ginger garlic paste,½ tsp baking soda






","1. Mash the boiled potatoes

2. Add sliced onion, red chili, green chili, ginger, and salt to taste

3. Mix then add roasted cumin, ap flour, gram flour, and fresh coriander

4. Add a splash of water and mix well 

5. Deep fry the mixture until golden brown in low medium heat for 10-15 minutes

6. To prepare an alternative way, repeat step 1 

7. Add green chilies, fresh coriander, red chili flakes, garam masala, roasted cumin, salt, mustard oil, coarse coriander, and cornstarch

8. In a separate bowl, mix gram flour with salt, red chili, water, ginger garlic paste, and baking soda

9. Coat the potato mixture in gram flour then deep fry until golden brown 

10. Ready to Enjoy!",1,0,0,1,0,258,44,10,2,8
Dhakaiya Bhel Puri,"https://static.wixstatic.com/media/05c508_cbb6254a9f4a484faac9319bd4068a51~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_cbb6254a9f4a484faac9319bd4068a51~mv2.jpg",4,20,25,"2 cups soaked yellow peas,4 cups water,1 tsp salt,1 ½ cup AP flour,½ cup rice flour,¼ tsp salt,2 tbsp cooking oil,½ cup water + 2 tbsp water,3-4 dry red chili,1 ½ tbsp coriander,5 cardamom,1 cinnamon stick,1 tbsp cumin,¼ tsp nutmeg,½ tsp black salt,1 tsp salt,Yellow Peas Mixture: 2 cups cooked yellow peas,2 tbsp red onion,2 tbsp cucumber,1 tsp green chili,1 tbsp fresh coriander,1 tbsp spice mix,2 tbsp tomato,Garnish per puri: 1/2 tsp cucumber,1/2 tsp coriander,1/8 tsp roasted red chili,1 tbsp tamarind water","1. Cook yellow peas in the water on medium heat until soft 

2. Prepare puri by mixing ap flour with rice flour, salt, cooking oil, and water 

3. Knead a tight dough and cover to rest 

4. Temper dry red chili, coriander, cardamom, cinnamon stick, cumin, and nutmeg

5. Blend the spices with black salt and regular sea salt 

6. Set aside the spice mix to use later

7. Roll out the dough into small flat round shapes 

8. Deep fry until it puffs up and turns golden brown 

9. In a small bowl, mix cooked yellow peas with chopped red onion, cucumber, green chili, fresh coriander, spice mix, and tomato

10. Crack open the top part of the fried puri and stuff the yellow peas mixture 

11. Garnish with cucumber, fresh coriander, roasted red chili, and tamarind water

12. Ready to Enjoy!",1,0,0,1,0,340,69,20,9,10
Malai Tikka,"https://static.wixstatic.com/media/05c508_64558ede28814fb59a7f64869d0d365a~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_64558ede28814fb59a7f64869d0d365a~mv2.jpg",4,20,25,"3 chicken breasts,1 ¼ tsp salt,1 tsp garlic paste,1 tsp ginger paste,¾ tsp pepper,¾ tsp chaat masala,1 tsp lime juice,3 tbsp plain yogurt,12 cashews,¼ cup fresh coriander,4 green chilies,3 tbsp water,2 tbsp cooking oil,1 tbsp butter,For Malai: 1 ½ tbsp butter,¼ cup cream,½ tsp chaat masala,¾ tsp pepper","1. Cut chicken breasts into cubes

2. Marinate the chicken with salt, pepper, chaat masala, lime juice, plain yogurt, garlic, and ginger paste

3. Blend fresh coriander with cashews, green chilies, and water

4. Add the coriander puree to the chicken 

5. Marinate for 15 minutes 

6. Drizzle cooking oil, butter and add chicken pieces 

7. Cook for 8-10 minutes on medium heat

8. Grill for 3-4 seconds on direct flame

9. Using a separate pan, add butter and cream 

10. Bring to a boil and add the chicken pieces

11. Add chaat masala and pepper to taste

12. Continuously stir until sauce thickens and evaporates

13. Ready to Enjoy!",0,0,0,1,1,360,8,35,17,1
Binni Chaler Pitha,"https://static.wixstatic.com/media/05c508_cd926557c64f4ccba4cda65265dd449f~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_cd926557c64f4ccba4cda65265dd449f~mv2.jpg",4,20,25,"1 cup soaked rice,½ tsp salt,2 tbsp water,1 tbsp coconut,1 tbsp jaggery","1. Blend rice 

2. Transfer rice to a bowl and add salt 

3. Gradually mix with water as it crumbles

4. Sift through a strainer to have finer bits 

5. Using a flat pan, put about two and a half tablespoons of rice 

6. Flatten into a round shape as it cooks 

7. Cover with lid for 30 seconds

8. Uncover and distribute coconut and jaggery on one half

9. Gently fold and serve 

10. Ready to Enjoy!

",1,0,0,1,0,211,42,3,2,1
Jhal Mangsho Samosa,"https://static.wixstatic.com/media/05c508_5461b0c856aa4f779f4458de01b04979~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_5461b0c856aa4f779f4458de01b04979~mv2.jpg",4,20,25,"Filling: 1 cup water,¼ tsp turmeric,½ tsp salt,600-gm lamb,3 tbsp cooking oil,1 medium onion,1 bay leaf,2 green chilies,1 tsp garlic paste,1 tsp ginger paste,¼ tsp salt,½ tsp coriander,¼ tsp turmeric,½ tsp red chili,1 tsp roasted cumin,½ tsp garam masala,2 tbsp water,Wrap: 1 ½ cup water,¼ tsp turmeric,¼ tsp salt,1 ½ cup rice flour","1. Pour water in a pot and add turmeric, salt and lamb cuts

2. Cover with lid and cook until meat is tender

3. Remove from heat and shred the meat

4. Drizzle cooking oil in pan and add sliced onion, bay leaf, salt, garlic and ginger paste 

5. Splash of water to prevent burning

6. Add ground coriander, red chili, turmeric, roasted cumin and garam masala

7. Saute for 4-5 minutes on medium-high heat

8. Pour water as needed 

9. Add shredded lamb to pan 

10. Fry until dark brown on high heat

11. Remove from heat and let it cool

12.  Bring water to a boil in a large pot with salt and turmeric

13. stir in rice flour and turn off the heat

14. Cover with lid and rest pot for 5 minutes

15. Knead a smooth dough and cut into small pieces weighing 50 grams each

16. Roll out to flat sheets and place filling then seal

17. Fry in oil until light brown 

18. Ready to enjoy!",0,0,0,1,0,675,40,39,41,2
Crispy Eggplant Fry,"https://static.wixstatic.com/media/05c508_bfceeaa60b034c17a3d8f62c38d194f8~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_bfceeaa60b034c17a3d8f62c38d194f8~mv2.jpg",4,20,15,"For Marination: 1 large ""chubby"" eggplant,½ tsp salt,½ tsp garlic paste,½ tsp ginger paste,½ tsp red chili powder,¼ tsp turmeric powder,1 tbsp cooking oil,1 tbsp chopped coriander,For Coating: ¼ cup suji/rawa/semolina,2¼ tbsp rice flour,½ tsp coriander powder,¼ tsp salt,For Frying: 1-2 tbsp cooking oil","Prepare the Eggplant
Slice the Eggplant: Take a large, chubby eggplant and cut it into thin slices.

Score the Slices: Lightly score the surface of each slice to help the marinade penetrate.

Marinate the Eggplant
Prepare the Marinade: In a deep bowl, combine salt, garlic paste, ginger paste, red chili powder, turmeric, and cooking oil. Mix well.

Add Coriander: Add 1 tbsp of chopped coriander to the marinade and mix again.

Coat the Eggplant: Add the eggplant slices to the bowl and gently coat them with the marinade. Set aside.

Prepare the Coating
Mix Dry Ingredients: On a separate plate, mix suji/rawa/semolina, rice flour, coriander powder, and salt. Mix well.

Fry the Eggplant
Coat the Slices: Take a marinated eggplant slice and coat it in the suji mixture. Shake off any excess.

Heat Oil: In a non-stick pan, add 1-2 tbsp of cooking oil and heat over medium heat.

Fry the Slices: Add the coated eggplant slices to the pan and fry for about 7 minutes, flipping them occasionally to ensure all sides are cooked well.

Serve
Serve the crispy eggplant fry with hot rice or as an appetizer.",1,0,1,1,0,148,19,3,8,4
